Training Record ID,Routeway,Days On Programme,Age at Induction,Actual Learner Type,Maths GCSE Grade,English GCSE Grade,Company Size,Industry,Appr Opp Concern,Apprentice Salary,Ethnicity,Gender,LLDD Health Prob
33396,SWD,367,22,New Apprentice,A*,B,Oct-49,Computers & Electronics,,"20,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33335,DM,378,31,New Apprentice,A,B,Oct-49,Business & Industrial,,"20,000",42,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33315,DM,366,19,New Apprentice,6,5,250-499,Internet & Telecom,,"20,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33231,SWD,378,20,WFD,4,4,Oct-49,Internet & Telecom,,"20,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33172,DM,401,25,New Apprentice,C,B,50-249,Health,,"20,000",45,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33137,DM,397,23,New Apprentice,A,A,01-Sep,Health,,"20,000",34,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33118,SWD,366,41,New Apprentice,C,C,"1,000+",Business & Industrial,,"20,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33117,SWD,366,32,New Apprentice,N/A,B,Oct-49,Business & Industrial,,"20,000",31,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33087,DM,375,21,New Apprentice,5,7,Oct-49,Finance,,"20,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33083,DM,381,22,New Apprentice,C,C,Oct-49,Business & Industrial,,"20,000",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33048,IT,367,26,New Apprentice,B,B,Oct-49,Finance,,"20,000",44,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32990,IT,370,24,New Apprentice,B,C,Oct-49,Business & Industrial,,"20,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32768,IT,407,24,New Apprentice,B,B,250-499,Internet & Telecom,,"20,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32583,DM,367,19,New Apprentice,7,6,"1,000+",Business & Industrial,,"20,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32361,IT,484,22,Straight Sign Up,B,C,50-249,Business & Industrial,,"20,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35355,IT,370,20,New Apprentice,5,5,50-249,Jobs & Education,,"19,925",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34930,IT,373,21,New Apprentice,7,4,50-249,Jobs & Education,,"19,925",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35529,DM,378,22,New Apprentice,5,8,Oct-49,Internet & Telecom,DC 28/03/23 - Hybrid role signed off 1 in office 4 from home - support confirmed by Jack,"19,851",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35613,IT,376,22,New Apprentice,6,4,500-999,People & Society,,"19,838",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34212,IT,366,21,New Apprentice,5,4,01-Sep,Computers & Electronics,,"19,760",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32779,DM,451,23,New Apprentice,B,B,Oct-49,Sports,,"19,562",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35542,DA,368,20,WFD,4,5,Oct-49,Travel & Transportation,,"19,500",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35298,IT,370,26,WFD,B,A,250-499,Internet & Telecom,,"19,500",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34612,DA,430,25,New Apprentice,C,B,50-249,Travel & Transportation,,"19,500",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33895,DM,378,23,Straight Sign Up,A*,A*,"1,000+",Autos & Vehicles,,"19,500",31,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34751,IT,376,21,New Apprentice,5,6,50-249,Business & Industrial,,"19,326",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34287,IT,394,21,New Apprentice,8,6,Oct-49,Jobs & Education,,"19,265",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35642,IT,368,27,New Apprentice,C,B,Oct-49,Jobs & Education,,"19,100",34,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34800,DA,368,28,New Apprentice,L2,C,Oct-49,Jobs & Education,,"19,100",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34786,DM,384,25,New Apprentice,A,B,Oct-49,Jobs & Education,,"19,100",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33908,IT,376,25,New Apprentice,C,C,Oct-49,Jobs & Education,,"19,100",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
35671,DM,370,22,New Apprentice,8,8,01-Sep,Business & Industrial,ZS 19/05 Role looked very PR heavy but RL confirmed it is marketing.,"19,000",34,F,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35400,DA,370,23,New Apprentice,C,C,250-499,Health,,"19,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34620,DM,384,19,Straight Sign Up,8,8,Oct-49,Business & Industrial,,"19,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34536,IT,576,22,New Apprentice,3,4,250-499,Internet & Telecom,,"19,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34367,IT,373,23,New Apprentice,A,A,"1,000+",Law & Government,,"19,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34188,DM,391,24,New Apprentice,C,C,Oct-49,Computers & Electronics,DC 06/07/22 - Have 1 marketing exec that will support plans are in place for when she is off however she doesn't plan to be off in early stages of the apprenticeship,"19,000",31,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34088,IT,371,26,New Apprentice,C,C,Oct-49,Computers & Electronics,"LN-26.06.22
Concerns over the hybrid working pattern over Christmas and re-iterated cant be a  permanent fixture. Gary Arch approved.","19,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34017,IT,381,22,Straight Sign Up,B,C,Oct-49,Internet & Telecom,,"19,000",31,M,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
33850,IT,367,32,WFD,N/A,N/A,50-249,Food & Drink,"15/06 - LM - Spoke to SMT about wage and travel - takes 30 mins in the car, candidate will be staying on the same wage is 19 miles. Happy with this. 


Concern on support, external help - approved by PH.","19,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33731,IT,366,21,New Apprentice,6,6,50-249,Shopping,,"19,000",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33445,DA,366,26,New Apprentice,B,B,50-249,Computers & Electronics,,"19,000",40,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33553,IT,367,34,New Apprentice,B,C,Oct-49,Jobs & Education,,"18,933",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34744,IT,373,36,New Apprentice,C,C,50-249,Jobs & Education,,"18,900",44,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33555,IT,367,20,New Apprentice,5,7,"1,000+",Business & Industrial,,"18,868",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35144,IT,372,20,New Apprentice,6,7,Oct-49,Jobs & Education,,"18,823",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32694,SWD,369,31,New Apprentice,A,B,50-249,Business & Industrial,,"18,800",31,F,1 Learner considers himself or herself to have a learning difficulty and/or disability and/or health problem
34974,IT,369,23,New Apprentice,7,4,50-249,Jobs & Education,,"18,642",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34847,IT,370,27,New Apprentice,A*,A*,50-249,Jobs & Education,,"18,642",35,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
35746,IT,383,33,Straight Sign Up,N/A,N/A,500-999,Law & Government,,"18,600",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
34883,IT,403,20,New Apprentice,5,6,01-Sep,Computers & Electronics,,"18,600",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
33853,IT,387,17,New Apprentice,4,6,500-999,Law & Government,,"18,600",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
32876,IT,493,23,New Apprentice,C,C,01-Sep,Computers & Electronics,,"18,600",31,M,2 Learner does not consider himself or herself to have a learning difficulty and/or disability and/or health problem
